Year,State,Commodity,Data Item,Number of Acres
2020,SOUTH DAKOTA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",71
2020,SOUTH DAKOTA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",45.5
2020,SOUTH DAKOTA,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,910"
2020,SOUTH DAKOTA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",51.9
2020,TENNESSEE,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",170
2020,TENNESSEE,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE","1,066"
2020,TENNESSEE,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50
2020,TENNESSEE,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE","2,389"
2020,TENNESSEE,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",59
2020,TEXAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",128
2020,TEXAS,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",685
2020,TEXAS,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.03
2020,TEXAS,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",45
2020,TEXAS,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","2,800"
2020,TEXAS,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","8,150"
2020,TEXAS,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",63
2020,TEXAS,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",34
2020,TEXAS,SUGARCANE,"SUGARCANE, SUGAR & SEED - YIELD, MEASURED IN TONS / ACRE",31.7
2020,TEXAS,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,403"
2020,TEXAS,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",30
2020,UTAH,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",85
2020,UTAH,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",149
2020,UTAH,SAFFLOWER,"SAFFLOWER - YIELD, MEASURED IN LB / ACRE",820
2020,UTAH,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",53
2020,VERMONT,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",3.14
2020,VERMONT,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.361
2020,VIRGINIA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",63
2020,VIRGINIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",122
2020,VIRGINIA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",772
2020,VIRGINIA,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","4,100"
2020,VIRGINIA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",42
2020,VIRGINIA,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE","2,178"
2020,VIRGINIA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",60
2020,WASHINGTON,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",90
2020,WASHINGTON,BEANS,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) - YIELD, MEASURED IN LB / ACRE","2,800"
2020,WASHINGTON,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE","2,200"
2020,WASHINGTON,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE","1,780"
2020,WASHINGTON,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",228
2020,WASHINGTON,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",4.18
2020,WASHINGTON,HOPS,"HOPS - YIELD, MEASURED IN LB / ACRE","1,754"
2020,WASHINGTON,LENTILS,"LENTILS - YIELD, MEASURED IN LB / ACRE","1,300"
2020,WASHINGTON,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",103
2020,WASHINGTON,PEAS,"PEAS, DRY EDIBLE - YIELD, MEASURED IN LB / ACRE","3,000"
2020,WASHINGTON,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",47.8
2020,WASHINGTON,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",72.5
2020,WEST VIRGINIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",144
2020,WISCONSIN,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",46
2020,WISCONSIN,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",174
2020,WISCONSIN,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",3.07
2020,WISCONSIN,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.34
2020,WISCONSIN,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",63
2020,WISCONSIN,RYE,"RYE - YIELD, MEASURED IN BU / ACRE",40
2020,WISCONSIN,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51
2020,WISCONSIN,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",69
2020,WYOMING,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",96
2020,WYOMING,BEANS,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) - YIELD, MEASURED IN LB / ACRE","2,160"
2020,WYOMING,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",122
2020,WYOMING,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",29.6
2020,WYOMING,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",26
2019,US TOTAL,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",77.7
2019,US TOTAL,BEANS,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) - YIELD, MEASURED IN LB / ACRE","1,768"
2019,US TOTAL,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE","1,781"
2019,US TOTAL,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE","1,547"
2019,US TOTAL,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",167.5
2019,US TOTAL,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",831
2019,US TOTAL,FLAXSEED,"FLAXSEED - YIELD, MEASURED IN BU / ACRE",19.8
2019,US TOTAL,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.71
2019,US TOTAL,HOPS,"HOPS - YIELD, MEASURED IN LB / ACRE","1,981"
2019,US TOTAL,LENTILS,"LENTILS - YIELD, MEASURED IN LB / ACRE","1,250"
2019,US TOTAL,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.312
2019,US TOTAL,MILLET,"MILLET, PROSO - YIELD, MEASURED IN BU / ACRE",35.7
2019,US TOTAL,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",104
2019,US TOTAL,MUSTARD,"MUSTARD - YIELD, MEASURED IN LB / ACRE",706
2019,US TOTAL,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",64.3
2019,US TOTAL,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","3,934"
2019,US TOTAL,PEAS,"PEAS, DRY EDIBLE - YIELD, MEASURED IN LB / ACRE","2,123"
2019,US TOTAL,RAPESEED,"RAPESEED - YIELD, MEASURED IN LB / ACRE","2,160"
2019,US TOTAL,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","7,473"
2019,US TOTAL,RYE,"RYE - YIELD, MEASURED IN BU / ACRE",34.3
2019,US TOTAL,SAFFLOWER,"SAFFLOWER - YIELD, MEASURED IN LB / ACRE","1,273"
2019,US TOTAL,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",73
2019,US TOTAL,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",47.4
2019,US TOTAL,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",29.2
2019,US TOTAL,SUGARCANE,"SUGARCANE, SUGAR & SEED - YIELD, MEASURED IN TONS / ACRE",35
2019,US TOTAL,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,560"
2019,US TOTAL,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE","2,060"
2019,US TOTAL,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",51.7
2019,ALABAMA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",147
2019,ALABAMA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",928
2019,ALABAMA,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","3,350"
2019,ALABAMA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",36
2019,ALABAMA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",72
2019,ALASKA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",38
2019,ARIZONA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",126
2019,ARIZONA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",231
2019,ARIZONA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE","1,138"
2019,ARIZONA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",104
2019,ARKANSAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",175
2019,ARKANSAS,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE","1,185"
2019,ARKANSAS,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",70
2019,ARKANSAS,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","5,200"
2019,ARKANSAS,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","7,480"
2019,ARKANSAS,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",49
2019,ARKANSAS,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",52
2019,CALIFORNIA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",66
2019,CALIFORNIA,BEANS,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) - YIELD, MEASURED IN LB / ACRE","2,610"
2019,CALIFORNIA,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE","2,690"
2019,CALIFORNIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",168
2019,CALIFORNIA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE","1,551"
2019,CALIFORNIA,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",5.93
2019,CALIFORNIA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",60
2019,CALIFORNIA,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","8,460"
2019,CALIFORNIA,SAFFLOWER,"SAFFLOWER - YIELD, MEASURED IN LB / ACRE","1,950"
2019,CALIFORNIA,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",45.4
2019,CALIFORNIA,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,397"
2019,CALIFORNIA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",59.4
2019,COLORADO,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",138
2019,COLORADO,BEANS,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) - YIELD, MEASURED IN LB / ACRE","1,840"
2019,COLORADO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",123
2019,COLORADO,MILLET,"MILLET, PROSO - YIELD, MEASURED IN BU / ACRE",37
2019,COLORADO,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",41
2019,COLORADO,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",30.7
2019,COLORADO,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,080"
2019,COLORADO,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",49
2019,DELAWARE,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",80
2019,DELAWARE,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",161
2019,DELAWARE,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",47
2019,DELAWARE,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",72
2019,FLORIDA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",161
2019,FLORIDA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",895
2019,FLORIDA,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","3,800"
2019,FLORIDA,SUGARCANE,"SUGARCANE, SUGAR & SEED - YIELD, MEASURED IN TONS / ACRE",43
2019,GEORGIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",160
2019,GEORGIA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",953
2019,GEORGIA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",55
2019,GEORGIA,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","4,170"
2019,GEORGIA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",29
2019,GEORGIA,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE","2,100"
2019,GEORGIA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",56
2019,IDAHO,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",104
2019,IDAHO,BEANS,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) - YIELD, MEASURED IN LB / ACRE","2,370"
2019,IDAHO,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE","1,440"
2019,IDAHO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",205
2019,IDAHO,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",4.35
2019,IDAHO,HOPS,"HOPS - YIELD, MEASURED IN LB / ACRE","2,034"
2019,IDAHO,LENTILS,"LENTILS - YIELD, MEASURED IN LB / ACRE","1,100"
2019,IDAHO,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",120
2019,IDAHO,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",92
2019,IDAHO,PEAS,"PEAS, DRY EDIBLE - YIELD, MEASURED IN LB / ACRE","1,900"
2019,IDAHO,SAFFLOWER,"SAFFLOWER - YIELD, MEASURED IN LB / ACRE",940
2019,IDAHO,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",39
2019,IDAHO,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",87.8
2019,ILLINOIS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181
2019,ILLINOIS,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.86
2019,ILLINOIS,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",65
2019,ILLINOIS,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54
2019,ILLINOIS,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",67
2019,INDIANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",169
2019,INDIANA,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",48
2019,INDIANA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51
2019,INDIANA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",62
2019,IOWA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",198
2019,IOWA,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",3.15
2019,IOWA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",58
2019,IOWA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",55
2019,KANSAS,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",33
2019,KANSAS,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE","1,090"
2019,KANSAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",133
2019,KANSAS,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",902
2019,KANSAS,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.85
2019,KANSAS,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",64
2019,KANSAS,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",85
2019,KANSAS,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",41.5
2019,KANSAS,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,374"
2019,KANSAS,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",52
2019,KENTUCKY,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",169
2019,KENTUCKY,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",46
2019,KENTUCKY,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE","2,150"
2019,KENTUCKY,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",76
2019,LOUISIANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",165
2019,LOUISIANA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE","1,042"
2019,LOUISIANA,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","6,380"
2019,LOUISIANA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",48
2019,LOUISIANA,SUGARCANE,"SUGARCANE, SUGAR & SEED - YIELD, MEASURED IN TONS / ACRE",28.1
2019,MAINE,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",82
2019,MAINE,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.267
2019,MAINE,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",76
2019,MARYLAND,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",85
2019,MARYLAND,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",161
2019,MARYLAND,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",44
2019,MARYLAND,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",75
2019,MICHIGAN,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",44
2019,MICHIGAN,BEANS,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) - YIELD, MEASURED IN LB / ACRE","2,040"
2019,MICHIGAN,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",147
2019,MICHIGAN,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.99
2019,MICHIGAN,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.315
2019,MICHIGAN,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",57
2019,MICHIGAN,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",40.5
2019,MICHIGAN,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",28.6
2019,MICHIGAN,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",71
2019,MINNESOTA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",67
2019,MINNESOTA,BEANS,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) - YIELD, MEASURED IN LB / ACRE","2,040"
2019,MINNESOTA,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE","2,270"
2019,MINNESOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",173
2019,MINNESOTA,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.82
2019,MINNESOTA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",62
2019,MINNESOTA,RYE,"RYE - YIELD, MEASURED IN BU / ACRE",39
2019,MINNESOTA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",44
2019,MINNESOTA,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",25
2019,MINNESOTA,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,846"
2019,MINNESOTA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",57
2019,MISSISSIPPI,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",174
2019,MISSISSIPPI,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE","1,112"
2019,MISSISSIPPI,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","4,000"
2019,MISSISSIPPI,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","7,350"
2019,MISSISSIPPI,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50
2019,MISSISSIPPI,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",47
2019,MISSOURI,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",155
2019,MISSOURI,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE","1,193"
2019,MISSOURI,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.2
2019,MISSOURI,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",47
2019,MISSOURI,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","7,370"
2019,MISSOURI,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",46
2019,MISSOURI,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",63
2019,MONTANA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",59
2019,MONTANA,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE","1,450"
2019,MONTANA,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE","1,400"
2019,MONTANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",95
2019,MONTANA,FLAXSEED,"FLAXSEED - YIELD, MEASURED IN BU / ACRE",15
2019,MONTANA,LENTILS,"LENTILS - YIELD, MEASURED IN LB / ACRE","1,290"
2019,MONTANA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",55
2019,MONTANA,PEAS,"PEAS, DRY EDIBLE - YIELD, MEASURED IN LB / ACRE","2,030"
2019,MONTANA,SAFFLOWER,"SAFFLOWER - YIELD, MEASURED IN LB / ACRE",840
2019,MONTANA,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",31.6
2019,MONTANA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",42.4
2019,NEBRASKA,BEANS,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) - YIELD, MEASURED IN LB / ACRE","1,940"
2019,NEBRASKA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",182
2019,NEBRASKA,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.5
2019,NEBRASKA,MILLET,"MILLET, PROSO - YIELD, MEASURED IN BU / ACRE",31
2019,NEBRASKA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",63
2019,NEBRASKA,PEAS,"PEAS, DRY EDIBLE - YIELD, MEASURED IN LB / ACRE","2,300"
2019,NEBRASKA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",93
2019,NEBRASKA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.5
2019,NEBRASKA,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",25.4
2019,NEBRASKA,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,300"
2019,NEBRASKA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",57
2019,NEW HAMPSHIRE,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.274
2019,NEW JERSEY,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",155
2019,NEW JERSEY,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",37
2019,NEW JERSEY,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",66
2019,NEW MEXICO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",135
2019,NEW MEXICO,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",844
2019,NEW MEXICO,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","3,210"
2019,NEW MEXICO,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",30
2019,NEW YORK,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",52
2019,NEW YORK,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",158
2019,NEW YORK,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.52
2019,NEW YORK,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.293
2019,NEW YORK,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",60
2019,NEW YORK,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",48
2019,NEW YORK,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",63
2019,NORTH CAROLINA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",66
2019,NORTH CAROLINA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",111
2019,NORTH CAROLINA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",998
2019,NORTH CAROLINA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",71
2019,NORTH CAROLINA,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","4,400"
2019,NORTH CAROLINA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",35
2019,NORTH CAROLINA,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE","1,999"
2019,NORTH CAROLINA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",56
2019,NORTH DAKOTA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",72
2019,NORTH DAKOTA,BEANS,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) - YIELD, MEASURED IN LB / ACRE","1,400"
2019,NORTH DAKOTA,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE","1,800"
2019,NORTH DAKOTA,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE","1,700"
2019,NORTH DAKOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",131
2019,NORTH DAKOTA,FLAXSEED,"FLAXSEED - YIELD, MEASURED IN BU / ACRE",22
2019,NORTH DAKOTA,LENTILS,"LENTILS - YIELD, MEASURED IN LB / ACRE","1,300"
